book,chapter,verse,verse_end,type,marker,text
Genesis,5,3,,translator,,"**Verses 1, 3 — *demut* / *tselem*.** ""gelykenis"" / ""beeld"" (committed renderings, as in 1:26). The echo is theological: God makes *adam* in His likeness (v.1), and Adam fathers Seth in *his* likeness and image (v.3). Kept verbally parallel."
Genesis,5,21,,reader,a,Metúsalag (Hebreeus *Metushélach*) moet nie verwar word met Metúsael (*Metushaél*) van 4:18 nie — twee verskillende name uit twee verskillende geslagslyne.
Genesis,5,21,,translator,,"**Verse 21 — Metúsalag, and echo-names.** *Methushelach* → **""Metúsalag""** (the form Afrikaans readers know), kept distinct from *Methushael* → **""Metúsael""** (4:18); footnoted at first occurrence. Likewise the Lameg of v.25 (Seth's line, Noah's father) is **not** the Lameg of 4:18–24 (Cain's line) — both *Lemekh* → ""Lameg"", with a footnote at v.25. These shared names (also Henog) are the author's deliberate device pairing the Cainite and Sethite lines in parallel."
Genesis,5,22,,translator,,"**Verses 22, 24 — *vayit'hallekh … et-ha-Elohim*.** ""het met God gewandel"" — intimate fellowship with God (the *hithpael* of *halakh*, the same stem used of God ""walking"" in the garden, 3:8). *ve'einennu ki laqach oto Elohim* (v.24) → ""hy was nie meer nie, want God het hom weggeneem"" — Enoch is taken without dying; rendered plainly without importing later interpretation."
Genesis,5,24,,reader,a,"Anders as elke ander vers in die lys (""en hy het gesterf""), sterf Henog nie: ""hy was nie meer nie, want God het hom weggeneem""."
Genesis,5,24,,translator,,"**Verses 22, 24 — *vayit'hallekh … et-ha-Elohim*.** ""het met God gewandel"" — intimate fellowship with God (the *hithpael* of *halakh*, the same stem used of God ""walking"" in the garden, 3:8). *ve'einennu ki laqach oto Elohim* (v.24) → ""hy was nie meer nie, want God het hom weggeneem"" — Enoch is taken without dying; rendered plainly without importing later interpretation."
Genesis,5,25,,reader,a,"Hierdie Lameg moet onderskei word van die Lameg van Genesis 4:18–24, die afstammeling van Kain. Die twee genealogieë van Genesis 4 (Kain se lyn) en Genesis 5 (Set se lyn) bevat verskeie eggo-name — waaronder Henog en Lameg — wat doelbewus deur die outeur ingespan word om die twee lyne in parallel te plaas en te kontrasteer."
Genesis,5,29,,reader,a,"""Noag"" (*Noach*) word met ""sal ons troos"" (*yenachamenu*) verklaar — 'n klankspel. ""swaarkry"" (*itstsavon*) en die vervloekte grond eggo die vloek van 3:17."
Genesis,5,29,,translator,,"**Verse 29 — Noah's naming.** *zeh yenachamenu* ""this one will comfort us"" puns on the name *Noach* (Noag) — a sound-play, not strict etymology (the name's root is more likely *nuach*, ""rest""); footnoted. *itstsavon* → ""swaarkry"" (committed, exactly as 3:16–17) and *adamah* → ""grond … wat die HERE vervloek het"" deliberately echo the curse of 3:17; *arar* → ""vervloek"" (committed)."
Genesis,6,,,translator,,"**Divine name.** *YHWH* → **HERE** (vv.3, 5, 6, 7, 8); *Elohim* / *ha-Elohim* → **God** (vv.2, 4 ""seuns van God""; 9, 11, 12, 13, 22). The shift tracks the source's alternation."
Genesis,6,1,,reader,a,"""die mens"" (*adam*) staan hier vir die mensdom (vgl. 1:26–27; 5:1–2)."
Genesis,6,1,,translator,,"**Verse 1 — *ha'adam* (generic).** ""die mens"" = mankind (collective; ""dogters … vir hulle""), per the committed *adam* rule's generic sense (cf. 1:26–27, 5:1–2). Footnoted."
Genesis,6,2,,reader,a,"""seuns van God"" (*bnei ha-Elohim*) word uiteenlopend verklaar: (1) hemelse wesens / die goddelike raad — die oudste lesing (vgl. Job 1:6; 2:1; 38:7, waar dieselfde uitdrukking duidelik hemelwesens is); (2) die vrome Set-lyn; of (3) magtige heersers. Die vertaling bly letterlik en laat die keuse oop."
Genesis,6,2,,translator,,"**Verse 2 — *bnei ha-Elohim*.** ""seuns van God"" — rendered literally; the three main interpretations (divine beings, the Sethite line, dynastic rulers) are left open, footnoted, not decided in the body. **Committed at review as the standing Bible-wide convention** (incl. Job 1:6; 2:1; 38:7) — only the literal rendering works consistently across all occurrences (in Job they are clearly heavenly beings)."
Genesis,6,3,,reader,a,"""bly"" (*yadon*) is onseker — dit kan ook ""twis"" of ""oordeel"" beteken. Die ""120 jaar"" is óf 'n perk op die mens se leeftyd, óf die tyd tot die vloed."
Genesis,6,3,,translator,,"**Verse 3 — *yadon* / *beshaggam* / 120 years.** ""bly"" for *yadon* (abide/remain), **confirmed at review**; the alternative ""twis/oordeel"" (contend/judge) is footnoted — the verb is genuinely uncertain. *beshaggam hu basar* ""omdat hy ook vlees is"" (*basar* → vlees, committed). The number is given as a numeral (**120 jaar**), consistent with the Genesis 5 numerals decision."
Genesis,6,4,,reader,a,"""Nefilim"" (van 'n wortel wat ""val"" beteken) — die reuse/geweldenaars van die ou tyd; ""manne van naam"" = beroemdes."
Genesis,6,4,,translator,,"**Verse 4 — *Nefilim* / *gibborim* / *anshei hashem*.** ""Nefilim"" transliterated (**confirmed at review**; to be registered in `PROPER_NAMES.md` on promotion); *gibborim* → ""helde"" (mighty warriors); *anshei hashem* → ""manne van naam"" (men of renown). Footnoted."
Genesis,6,5,,reader,a,"Die Hebreeuse woord *yetzer* (""geneigdheid"") kom van die werkwoord *yatsar* (""vorm, boetseer"") — dieselfde werkwoord wat in Genesis 2:7 gebruik word vir hoe God die mens uit die stof gevorm het. Daar is 'n doelbewuste eggo: dieselfde God wat die mens fisies gevorm het, kyk nou na die geneigdheid (die innerlike vorming) van die mens se hart. Hierdie woord het later die fondament geword van die Joodse leerstelling van die *yetzer hara* (bose geneigdheid) en *yetzer hatov* (goeie geneigdheid)."
Genesis,6,6,,reader,a,"""berou"" (*nacham*) speel op die naam Noag (*Noach*, 5:29); ""bedroef"" (*atsev*) deel die wortel van die ""swaarkry"" (*itstsavon*) van 3:16–17 — die mens se sonde bedroef God."
Genesis,6,6,7,translator,,"**Verses 6–7 — *nacham* / *atsev*.** ""berou"" for *nacham* — the **same root as Noah's name** (*Noach*, 5:29) and a key wordplay; God ""regrets"". ""bedroef"" for *atsev*, which shares the root of *itstsavon* (""swaarkry"", 3:16–17) — humanity's sin now grieves God. Both echoes footnoted."
Genesis,6,8,,translator,,"**Verse 8 — *chen*.** ""genade gevind in die oë van die HERE"" (*chen* → genade, committed). The first occurrence of ""genade"" in the Bible; the pivot of the narrative."
Genesis,6,9,,reader,a,"""met God gewandel"" — dieselfde uitdrukking as by Henog (5:22, 24)."
Genesis,6,9,,translator,,"**Verse 9 — *toledot* / *tsaddiq* / *tamim* / ""walked with God"".** ""geslagsregister"" (genealogy sense of *toledot*); *tsaddiq* → ""regverdig""; *tamim* → ""opreg"" (blameless/complete); *bedorotav* → ""onder sy tydgenote"". ""met God gewandel"" rendered **identically to 5:22, 24** (Henog) — the deliberate link."
Genesis,6,11,13,translator,,"**Verses 11–13 — *shachat* / *chamas*.** *shachat* → ""verdorwe/verderf"" (corrupt/destroy — the same root used for the corruption *and* God's destroying response, vv.11–13, 17); *chamas* → ""geweld"" (violence). Proposed for the glossary."
Genesis,6,14,,reader,a,"""ark"" (*tevah*); ""goferhout"" (*gofer*, 'n onsekere houtsoort); ""pik"" (*kofer*)."
Genesis,6,14,16,translator,,"**Verses 14–16 — ark vocabulary.** *tevah* → ""ark""; *atzei-gofer* → ""goferhout"" (the wood is unidentified); *kofer* → ""pik"" (pitch; note its root is shared with *kippur*, atonement — not pressed here); *tsohar* (v.16) → ""opening"" (**confirmed at review**; uncertain in Hebrew — a light-opening or roof — footnoted). Dimensions in *amah* → ""el"" (committed, provisional) as numerals, with a metric footnote."
Genesis,6,15,,reader,a,"'n El (*amah*) is ongeveer 45 cm; die ark is dus sowat 135 m lank, 22,5 m breed en 13,5 m hoog."
Genesis,6,16,,reader,a,"""opening"" (*tsohar*) is onseker — moontlik 'n lig-opening of 'n dak."
Genesis,6,17,,reader,a,"""asem van die lewe"" vertaal *ruach chayyim*; hier is *ruach* ""asem"" (van die skepsel), nie ""Gees"" (van God) of ""wind"" nie."
Genesis,6,17,,translator,,"**Verse 17 — *mabbul* / *ruach chayyim*.** *mabbul* → ""watervloed"" (the technical word for the Flood). *ruach chayyim* → ""asem van die lewe"": here *ruach* is ""asem"" (breath of the creature), per the context rule — kept distinct from ""Gees"" (of God) and ""wind"", and from *neshamah* (2:7). Footnoted."
Genesis,6,18,,reader,a,"Die eerste vermelding van ""verbond"" (*berit*) in die Bybel."
Genesis,6,18,,translator,,"**Verse 18 — *berit*.** ""verbond"" (committed) — the **first covenant** in the Bible. Footnoted."
Genesis,7,,,translator,,"**Divine name.** *YHWH* → **HERE** (vv.1, 5, 16b) and *Elohim* → **God** (vv.9, 16a). Note v.16, where both occur in one verse: ""soos **God** hom beveel het; en die **HERE** het agter hom toegesluit"" — the source's deliberate juxtaposition is preserved."
Genesis,7,,,translator,,"**Numbers.** Numerals for the larger/specific quantities and dates (40, 600, 15 el, 150, 17de), consistent with the Genesis 5 decision; the small pairing-counts (""sewe-sewe"", ""twee"", ""twee-twee"", ""sewe dae"") are spelled where numerals would read oddly."
Genesis,7,1,,translator,,"**Verse 1 — *tsaddiq*.** ""regverdig"" (committed, as in 6:9). Rendered in natural subject-first order (""Ek het jou as regverdig voor My gesien""); *tsaddiq* is the predicative complement of *ra'iti* (""saw you [to be] righteous""), so ""as"" carries the grammar without adding content."
Genesis,7,2,,reader,a,"""rein""/""onrein"" (*tahor*/*tame*) — die eerste keer dat hierdie onderskeid in die Bybel voorkom, lank voor die wet van Moses."
Genesis,7,2,,reader,b,"""sewe-sewe"" vertaal die Hebreeuse verdubbeling letterlik (vgl. ""twee-twee"", v.9); die meeste lees dit as sewe *paar* van elke rein soort, party as sewe individue."
Genesis,7,2,3,translator,,"**Verses 2–3, 8 — *tahor* / *tame*.** ""rein"" / ""onrein"" (clean / unclean) — the **first occurrence** of this distinction, well before the Mosaic law; proposed for the glossary. The unclean are phrased ""die diere wat nie rein is nie"" (*asher lo tehorah*), matching the Hebrew's negation rather than the flat *tame*."
Genesis,7,2,3,translator,,"**Verses 2–3 — *shivah shivah* / *ish ve'ishto*.** ""sewe-sewe"" — the Hebrew distributive doubling, rendered literally to match ""twee-twee"" (*shnayim shnayim*, vv.9, 15); the ""seven pairs"" reading is carried in the footnote rather than baked into the verse. *ish ve'ishto* (""a man and his wife""), used of animals, → ""die mannetjie en sy wyfie""; *zakhar uneqevah* of animals → ""mannetjie en wyfie"" (vs ""manlik en vroulik"" for humans, 1:27) — a context distinction, noted."
Genesis,7,4,,translator,,"**Verses 4, 23 — *machah* / *yequm*.** ""uitwis"" for *machah* (blot out; consistent with 6:7); *yequm* (""standing/living things"") → ""lewende wesens"". v.23 repeats the verb (*vayyimach … vayyimmachu*) — kept as ""uitgewis … uitgewis""."
Genesis,7,8,,translator,,"**Verses 2–3, 8 — *tahor* / *tame*.** ""rein"" / ""onrein"" (clean / unclean) — the **first occurrence** of this distinction, well before the Mosaic law; proposed for the glossary. The unclean are phrased ""die diere wat nie rein is nie"" (*asher lo tehorah*), matching the Hebrew's negation rather than the flat *tame*."
Genesis,7,11,,reader,a,"""die groot dieptes"" (*tehom rabbah*, die oer-waters van onder, vgl. 1:2) en ""die sluise van die hemel"" (die waters van bo, vgl. 1:7) breek saam deur — die skepping se waterskeiding word as 't ware omgekeer."
Genesis,7,11,,translator,,"**Verse 11 — *tehom rabbah* / *arubbot hashamayim* / dates.** ""die groot dieptes"" (*tehom*, committed ""dieptes/diepwater""); ""die sluise van die hemel"" (floodgates/windows). The date is given with numerals where specific (""600ste jaar"", ""17de dag""); ""tweede maand"" spelled. The cosmic reversal (waters above + below, undoing 1:6–7) is footnoted."
Genesis,7,16,,reader,a,"""die HERE het agter hom toegesluit"" — 'n teer beeld: God self sluit die ark toe."
Genesis,7,17,24,translator,,"**Verses 17–24 — *gavar*.** ""die oorhand kry/hê"" for *gavar* (prevail/overpower) — rendered consistently across vv.18, 19, 20, 24, so the relentless rising of the water reads as one motion. *me'od me'od* (v.19) → ""buitengewoon sterk""."
Genesis,7,20,,reader,a,"'n El (*amah*) is ongeveer 45 cm; die water het dus sowat 6,75 m bo die berge gestaan."
Genesis,7,22,,reader,a,"""asem van die lewe"" — die Hebreeus stapel hier *neshamah* (""asem"") en *ruach* (""gees/asem"") van die lewe op (*nishmat-ruach chayyim*)."
Genesis,7,22,,translator,,"**Verse 22 — *nishmat-ruach chayyim*.** ""die asem van die lewe"" — the Hebrew piles up *neshamah* (""asem"", cf. 2:7) and *ruach chayyim* (""asem/gees van die lewe"", cf. 6:17); rendered as one phrase with a footnote, since splitting them (""die asem van die lewensgees"") reads stiffly."
Genesis,7,23,,translator,,"**Verses 4, 23 — *machah* / *yequm*.** ""uitwis"" for *machah* (blot out; consistent with 6:7); *yequm* (""standing/living things"") → ""lewende wesens"". v.23 repeats the verb (*vayyimach … vayyimmachu*) — kept as ""uitgewis … uitgewis""."
Genesis,8,,,translator,,"**Divine name.** *Elohim* → **God** (vv.1, 15) in the recession/command; *YHWH* → **HERE** (vv.20, 21) at the altar and the promise. The shift tracks the source."
Genesis,8,1,,reader,a,"""God het aan Noag gedink"" (*zakhar*) — die keerpunt van die verhaal. Die ""wind"" (*ruach*) wat God oor die aarde laat waai, eggo 1:2, waar die Gees/wind van God oor die waters beweeg."
Genesis,8,1,,translator,,"**Verse 1 — *zakhar* / *ruach*.** ""God het aan Noag gedink"" — *zakhar* (""remember"") is the hinge of the whole flood narrative. ""'n wind oor die aarde"" (*ruach* → ""wind"", per the context rule, not ""Gees"") — but the wind deliberately **echoes 1:2** (the *ruach Elohim* over the waters); footnoted. ""bedaar"" for *shakhakh* (subside)."
Genesis,8,4,,reader,a,"""gerus"" (*nuach*) speel op die naam Noag (*Noach*); so ook ""rusplek"" (v.9, *manoach*). Die ark ""rus"" op Ararat."
Genesis,8,4,,translator,,"**Verses 4, 9 — *nuach* / *manoach* (the Noah wordplay).** The ark ""gerus"" (*nuach*) on Ararat and the dove finding no ""rusplek"" (*manoach*) both pun on **Noach** (Noah, ""rest"") — the name's likely root, cf. the *nacham* play at 5:29 and 6:6. Footnoted."
Genesis,8,4,,translator,,"**Verses 4, 13–14 — dates / numerals.** Numerals for specific days/years (""17de"", ""27ste"", ""601ste"", ""150"", ""40""); month/ordinal small numbers spelled (""sewende maand"", ""eerste dag"", ""sewe dae""), consistent with Genesis 5/7."
Genesis,8,6,,translator,,"**Verses 6 — *challon*.** ""venster"" (window) — a different word from *tsohar* (6:16, ""opening""); kept distinct."
Genesis,8,7,8,translator,,"**Verses 7–8 — *orev* / *yonah*.** ""raaf"" (raven) and ""duif"" (dove). The verb *qalal* in vv.8, 11 means ""abate/subside"" (the waters lightened) — **not** the ""curse"" sense of *qalal* in v.21; the same root, two senses, noted here so the reader isn't confused."
Genesis,8,9,,translator,,"**Verses 4, 9 — *nuach* / *manoach* (the Noah wordplay).** The ark ""gerus"" (*nuach*) on Ararat and the dove finding no ""rusplek"" (*manoach*) both pun on **Noach** (Noah, ""rest"") — the name's likely root, cf. the *nacham* play at 5:29 and 6:6. Footnoted."
Genesis,8,11,,reader,a,Die vars olyfblaar word 'n blywende teken van vrede en nuwe lewe.
Genesis,8,13,14,translator,,"**Verses 4, 13–14 — dates / numerals.** Numerals for specific days/years (""17de"", ""27ste"", ""601ste"", ""150"", ""40""); month/ordinal small numbers spelled (""sewende maand"", ""eerste dag"", ""sewe dae""), consistent with Genesis 5/7."
Genesis,8,17,,translator,,"**Verse 17 — *pru urvu*.** ""vrugbaar wees en vermeerder"" — the post-flood re-issue of the creation blessing (1:22, 28), rendered identically to mark the new beginning."
Genesis,8,20,,translator,,"**Verse 20 — *mizbeach* / *olah* / *tahor*.** ""altaar"" (*mizbeach*, committed); ""brandoffer"" (*olah*, the whole burnt offering — proposed; distinct from *zevach* ""offer"" and *minchah* ""offergawe""); ""rein"" (*tahor*, as in Genesis 7)."
Genesis,8,21,,reader,a,"""lieflike geur"" (*reach nichoach*) — die offer wat God behaag. ""vervloek"" hier is *qalal*, 'n ander werkwoord as die *arar* van 3:17, al gaan albei oor die vloek op die grond. ""die geneigdheid (*yetzer*) van die mens se hart is sleg"" eggo presies 6:5."
Genesis,8,21,,translator,,"**Verse 21 — *reach nichoach* / *qalal* / *yetzer*.** ""lieflike geur"" (*reach nichoach*, the pleasing aroma). *qalal* → ""vervloek"" — chosen for the thematic echo of the ground-curse (3:17), with the footnote noting it is a **different verb** from *arar* (3:17, 4:11, 5:29). *yetzer* → ""geneigdheid"" (committed; changed from ""versinsel"" 2026-06-02, Gen 6:5 re-passed) — and v.21b (""die geneigdheid … is sleg"") deliberately repeats 6:5, now as the reason God shows mercy rather than judgement."
Genesis,8,22,,reader,a,"God se belofte: die ritmes van die skepping (saaityd/oestyd, koue/hitte, somer/winter, dag/nag) sal nie weer ophou nie."
Genesis,8,22,,translator,,"**Verse 22 — creation rhythms.** *zera* here = ""saaityd"" (sowing/seedtime, not ""nageslag""); *qatzir* = ""oestyd"". The six paired opposites are kept as tight pairs."
Genesis,9,,,translator,,"**Divine name.** *Elohim* → **God** throughout (vv.1, 6, 8, 12, 16, 17, 27); *YHWH* → **HERE** at v.26 (""Geseënd is die HERE, die God van Sem""). The single YHWH stands out deliberately — Shem's God is the covenant LORD."
Genesis,9,1,,translator,,"**Verses 1, 7 — *pru urvu*.** ""Wees vrugbaar en vermeerder"" — the creation blessing of 1:28 re-issued to Noah, rendered identically (it brackets the meat/blood laws, vv.1 and 7)."
Genesis,9,4,,reader,a,"Die verbod op bloed: die ""lewe"" (*nephesh*) is in die bloed; daarom mag vleis nie met sy bloed geëet word nie."
Genesis,9,4,6,translator,,"**Verses 4–6 — *nephesh* / *dam* / *tselem*.** ""lewe"" for *nephesh* (the life that is in the blood, v.4; the life required, v.5 — context rule, not ""wese/siel""). v.6 is a tight Hebrew chiasm (""shofekh dam ha'adam / ba'adam damo yishshafekh"") and is kept compact; ""beeld"" (*tselem*, committed) grounds it in 1:27. The image-of-God reason for capital justice is the theological peak of the passage — footnoted."
Genesis,9,6,,reader,a,Die grond vir die heiligheid van menslike lewe: die mens is na die beeld van God gemaak (vgl. 1:27). Die vers vorm in Hebreeus 'n kunstige spieëlbeeld (chiasme): bloed–mens / mens–bloed.
Genesis,9,7,,translator,,"**Verses 1, 7 — *pru urvu*.** ""Wees vrugbaar en vermeerder"" — the creation blessing of 1:28 re-issued to Noah, rendered identically (it brackets the meat/blood laws, vv.1 and 7)."
Genesis,9,9,17,translator,,"**Verses 9–17 — *berit* / *ot* / *qeshet*.** ""verbond"" (*berit*, committed) and ""teken"" (*ot*, committed). *qeshet* → **""boog""** (literal), footnoted as the rainbow and, by the word's other sense, a war-bow that God ""hangs up"". ""berit olam"" → ""ewige verbond"" (v.16). *zakhar* → ""onthou"" (vv.15, 16), the same verb as God's ""remembering"" Noah in 8:1."
Genesis,9,13,,reader,a,"""boog"" (*qeshet*) is die reënboog; die woord is ook die naam vir die krygsboog — 'n beeld van God wat sy wapen wegbêre."
Genesis,9,18,,translator,,"**Verse 18 — Kanaän introduced.** ""Gam was die vader van Kanaän"" — flagged early because Canaan, not Ham, bears the curse (vv.25–27). **Kanaän** registered in `PROPER_NAMES.md`."
Genesis,9,20,24,translator,,"**Verses 20–24 — *karem* / *yayin* / *shakhar* / *ervah*.** ""wingerd"" (vineyard), ""wyn"", ""dronk word"" (*shakhar*), ""naaktheid"" (*ervah*). *ish ha'adamah* → ""man van die grond"" (the soil-worker, echoing Noah's farming vocation and the *adamah* of 5:29). *beno haqqatan* → ""sy jongste seun""."
Genesis,9,25,,reader,a,"""Vervloek is Kanaän"" — die vloek tref Gam se seun Kanaän (stamvader van die Kanaäniete), nie Gam self nie. ""slaaf van slawe"" beteken die heel laagste kneg."
Genesis,9,25,27,translator,,"**Verses 25–27 — *arur* / *eved avadim* / the Japheth pun.** ""Vervloek"" (*arar*, committed); the curse falls on **Kanaän**, not Ham (footnoted). *eved avadim* (""servant of servants"") → ""'n slaaf van slawe"" = the lowest servant (footnoted). v.27 puns on Japheth: *yaft … leYefet* (""may he enlarge Yefet"") → ""Mag God Jafet ruim maak"" — footnoted. ""Geseënd"" for *baruch*."
Genesis,9,27,,reader,a,"""Mag God Jafet ruim maak"" — 'n klankspel op die naam Jafet (*Yefet*, wat soos die woord vir ""uitbrei"", *yaft*, klink)."
Genesis,9,28,29,translator,,"**Verses 28–29 — Noah's death.** ""geleef"" + numerals (350, 950), and the v.29 death-formula matches the Genesis 5 genealogy (""So was al die dae van X … jaar; en hy het gesterf"")."
John,1,,,translator,,"**Textual base.** I worked primarily from the Nestle-Aland 28 / UBS5 critical text. Where significant variants exist against the Textus Receptus (which underlies AFR53), I flag them below. **You need a policy on this for a full Bible** — pick one textual tradition and stay with it, or document every variant."
John,1,1,,translator,,"**Verse 1 — *Logos*.** ""Woord"" — universal Afrikaans convention. No controversy."
John,1,1,,translator,,"**Verse 1c — *theos en ho logos*.** ""Die Woord was God."" Anarthrous *theos* with definite *ho logos*. The Jehovah's Witness ""a god"" rendering is grammatically defensible but theologically minority; I followed the majority view. Worth knowing this exists."
John,1,5,,reader,a,"""oorweldig"" (*katelaben*) kan ook ""begryp/aangryp"" beteken; die Grieks is dubbelsinnig."
John,1,5,,translator,,"**Verse 5 — *katelaben*.** Can mean ""overcome/master"" or ""grasp/comprehend."" I went with ""oorweldig"" (overcome). AFR53 has ""aangegryp."" Both are defensible; the Greek is genuinely ambiguous and John may have intended both."
John,1,9,,translator,,"**Verse 9 — participle attachment.** *Erchomenon eis ton kosmon* (""coming into the world"") could modify either ""the light"" or ""every person."" I attached it to the Light (modern consensus). AFR53 attaches it to ""every person"" (""elke mens wat in die wêreld kom""). **This is a real choice you need to commit to.**"
John,1,14,,reader,a,"""Enigste"" vertaal *monogenēs* (uniek, een-van-'n-soort); tradisioneel ""eniggebore""."
John,1,14,,translator,,"**Verse 14 — *eskēnōsen*.** Literally ""pitched a tent / tabernacled."" I rendered ""kom woon"" which loses the Tabernacle/Exodus allusion. ""Tent opgeslaan"" would preserve it but reads strangely. AFR53 has ""het onder ons gewoon."""
John,1,14,,translator,,"**Verse 14, 18 — *monogenēs*.** Traditionally ""eniggebore"" (only-begotten); modern scholarship prefers ""enigste"" / ""uniek"" (unique/one-of-a-kind). I went with ""Enigste."" This is a real translation/theological choice with downstream implications."
John,1,18,,reader,a,"Teksvariant: die kritiese teks lees ""die Enigste — self God""; die Textus Receptus lees ""die eniggebore Seun""."
John,1,18,,translator,,"**Verse 14, 18 — *monogenēs*.** Traditionally ""eniggebore"" (only-begotten); modern scholarship prefers ""enigste"" / ""uniek"" (unique/one-of-a-kind). I went with ""Enigste."" This is a real translation/theological choice with downstream implications."
John,1,18,,translator,,"**Verse 18 — major textual variant.** NA28 reads *monogenēs theos* (""the only-begotten God / unique one, himself God""). TR reads *monogenēs huios* (""only-begotten Son""). AFR53 follows TR: ""die eniggebore Seun."" **I followed NA28 here**, which is why my rendering differs notably from what you'd expect. If you want to match AFR53/TR tradition, change to ""die enigste Seun"" or ""die eniggebore Seun."""
John,1,27,,translator,,"**Verse 27 — ""I am not worthy.""** I dropped the explicit ""Ek"" for natural Afrikaans flow. AFR53 keeps it."
John,1,34,,translator,,"**Verse 34 — textual variant.** NA28 has both *ho eklektos* (""the Chosen One"") and *ho huios* (""the Son"") well attested; modern translations split. AFR53/TR has ""Seun."" I went with ""Seun"" here to match likely reader expectation, but flagged it because **the same translator should not silently switch textual base between v.18 and v.34** — that's the kind of inconsistency that would embarrass you in production."
John,1,41,,translator,,"**Verse 41 — *prōton*.** Some manuscripts read *prōi* (early) instead of *prōton* (first). I took ""first."" Minor."
John,1,51,,translator,,"**Verse 51 — *amēn amēn*.** ""Voorwaar, voorwaar"" — AFR53 convention. Modern: ""Ek verseker julle."" I kept the traditional rendering."
John,2,,,translator,,"**Textual base.** StatResGNT (critical text), now the committed NT base (`TRANSLATION_POLICY.md` § 2). John 2 has **no significant text-critical variants** affecting the translation, and none of the open glossary terms (*monogenēs*, *amēn amēn*) occur in this chapter, so it is a clean first chapter on the new committed base. Editorial markers in the source (`¶` paragraph marks, `˚` nomina-sacra marks before sacred names) were stripped before translating."
John,2,1,,translator,,"**Verse 1 — ""op die derde dag"".** *tē hēmera tē tritē* — literal ""on the third day"", counting from the events of 1:43ff. Kept literal; the resonance with the resurrection ""third day"" (cf. v.19) is the author's, not to be flattened."
John,2,2,,translator,,"**Verse 2 — *mathētai*.** ""dissipels"" (committed). Consistent throughout (vv.2, 11, 12, 17, 22)."
John,2,4,,reader,a,"""Vrou"" (*gunai*) is 'n beleefde Griekse aanspreekvorm, al klink dit vreemd vir 'n seun teenoor sy moeder."
John,2,4,,translator,,"**Verse 4 — *gunai*.** ""Vrou"" — vocative *gunai* is courteous in Greek (not harsh), but a son addressing his mother as ""Vrou"" is striking in both Greek and Afrikaans, and the strangeness is deliberate in John. Retained literally rather than softened to ""Moeder""; worth a footnote."
John,2,4,,translator,,"**Verse 4 — *ti emoi kai soi*.** Literally ""what to Me and to you?"" — a Semitic idiom marking distance/disengagement. Rendered ""wat het Ek met u te doen?"" (the standard Afrikaans idiomatic equivalent). Note the polite **""u""** for Jesus→Mary throughout, fitting the register."
John,2,4,,translator,,"**Verse 4 — *hē hōra mou*.** ""My uur"" — a loaded Johannine term (the hour of glorification/cross). Kept as the bare ""uur""; the theological weight is carried by the term itself across the Gospel."
John,2,6,,reader,a,'n Metrete is ongeveer 39 liter; twee of drie elk ≈ 75–115 liter per kruik.
John,2,6,,translator,,"**Verse 6 — *metrētēs*.** Per the measurements policy (preserve source units + footnote), rendered ""metrete"" rather than converted to litres (committed at review). **Footnote for print:** a *metrētēs* ≈ 39 litres, so two-or-three each ≈ 75–115 litres per jar (~450–680 litres total)."
John,2,8,,translator,,"**Verse 8 — *architriklinos*.** ""seremoniemeester"" (committed at review) — the master of the feast / head steward who ran the banquet, chosen over ""tafelmeester""/""hoofkelner"". Rendered consistently at vv.8, 9."
John,2,10,,translator,,"**Verse 10 — *methysthōsin*.** ""dronk geword het"" (committed at review). The verb's primary sense is ""have become drunk""; the blunter rendering was chosen over the softer ""volop gedrink het"" to stay faithful to the proverb's literal force. The speaker is describing ordinary banquet practice, not passing moral judgement."
John,2,11,,translator,,"**Verses 11, 23 — *sēmeion*.** ""teken"" (sign), not ""wonder/mirakel"". This preserves John's characteristic theology of *signs* (events that signify who Jesus is). v.11 *archēn tōn sēmeiōn* → ""eerste van die tekens"". Proposed as committed glossary term below. *doxa* → ""heerlikheid"" (committed)."
John,2,13,,translator,,"**Verse 13 — *Pascha*.** ""Pasga"" (the Jewish Passover), deliberately **not** ""Paasfees"", which in Afrikaans usage collides with Easter. Consistent at vv.13, 23. Committed at review as a Gospel-wide convention."
John,2,14,16,translator,,"**Verses 14–16 vs 19–21 — *hieron* / *naos*.** John uses **two** temple words and the distinction matters here. *hieron* (the whole temple precincts, where trade happened) at vv.14, 15 and *naos* (the sanctuary proper) at vv.19, 20, 21 are **both** rendered ""tempel"" per the current glossary, because Afrikaans has no natural lexical pair. The wordplay — Jesus speaks of the *naos* as His body — is therefore **flagged for a footnote**. This is exactly the *hieron* 🟡 item in `GLOSSARY.md`; recommend keeping a single ""tempel"" rendering + footnote rather than forcing a distinction like ""tempelgebou/heiligdom""."
John,2,17,,reader,a,Die aanhaling is Psalm 69:9; voorlopig uit die Grieks vertaal totdat ons eie Psalm 69 beskikbaar is.
